cve,repo,commit
CVE-2019-19073,linux,853acf7caf10b828102d92d05b5c101666a6142b
CVE-2019-19074,linux,728c1e2a05e4b5fc52fab3421dce772a806612a2
CVE-2019-19075,linux,6402939ec86eaf226c8b8ae00ed983936b164908
CVE-2019-19077,linux,4a9d46a9fe14401f21df69cea97c62396d5fb053
CVE-2019-19078,linux,b8d17e7d93d2beb89e4f34c59996376b8b544792
CVE-2019-19080,linux,8572cea1461a006bce1d06c0c4b0575869125fa4
CVE-2019-19081,linux,8ce39eb5a67aee25d9f05b40b673c95b23502e3e
CVE-2019-19082,linux,104c307147ad379617472dd91a5bcb368d72bd6d
CVE-2019-19083,linux,055e547478a11a6360c7ce05e2afc3e366968a12
CVE-2019-19227,linux,9804501fa1228048857910a6bf23e085aade37cc
CVE-2019-19319,linux,345c0dbf3a30872d9b204db96b5857cd00808cae
CVE-2019-19523,linux,44efc269db7929f6275a1fa927ef082e533ecde0
CVE-2019-19524,linux,fa3a5a1880c91bb92594ad42dfe9eedad7996b86
CVE-2019-19525,linux,7fd25e6fc035f4b04b75bca6d7e8daa069603a76
CVE-2019-19526,linux,6af3aa57a0984e061f61308fe181a9a12359fecc
CVE-2019-19527,linux,6d4472d7bec39917b54e4e80245784ea5d60ce49
CVE-2019-19528,linux,c468a8aa790e0dfe0a7f8a39db282d39c2c00b46
CVE-2019-19529,linux,4d6636498c41891d0482a914dd570343a838ad79
CVE-2019-19530,linux,c52873e5a1ef72f845526d9f6a50704433f9c625
CVE-2019-19531,linux,fc05481b2fcabaaeccf63e32ac1baab54e5b6963
CVE-2019-19532,linux,d9d4b1e46d9543a82c23f6df03f4ad697dab361b
CVE-2019-19533,linux,a10feaf8c464c3f9cfdd3a8a7ce17e1c0d498da1
CVE-2019-19534,linux,f7a1337f0d29b98733c8824e165fca3371d7d4fd
CVE-2019-19535,linux,30a8beeb3042f49d0537b7050fd21b490166a3d9
CVE-2019-19536,linux,ead16e53c2f0ed946d82d4037c630e2f60f4ab69
CVE-2019-19537,linux,303911cfc5b95d33687d9046133ff184cf5043ff
CVE-2019-19543,linux,56cd26b618855c9af48c8301aa6754ced8dd0beb
CVE-2019-19767,linux,4ea99936a1630f51fc3a2d61a58ec4a1c4b7d55a
CVE-2019-19927,linux,453393369dc9806d2455151e329c599684762428
CVE-2019-19947,linux,da2311a6385c3b499da2ed5d9be59ce331fa93e9
CVE-2019-19965,linux,f70267f379b5e5e11bdc5d72a56bf17e5feed01f
CVE-2019-19966,linux,dea37a97265588da604c6ba80160a287b72c7bfd
CVE-2019-20054,linux,23da9588037ecdd4901db76a5b79a42b529c4ec3
CVE-2019-20095,linux,003b686ace820ce2d635a83f10f2d7f9c147dabc
CVE-2019-20096,linux,1d3ff0950e2b40dc861b1739029649d03f591820
CVE-2019-20806,linux,2e7682ebfc750177a4944eeb56e97a3f05734528
CVE-2019-20810,linux,9453264ef58638ce8976121ac44c07a3ef375983
CVE-2019-20811,linux,a3e23f719f5c4a38ffb3d30c8d7632a4ed8ccd9e
CVE-2019-20812,linux,b43d1f9f7067c6759b1051e8ecb84e82cef569fe
CVE-2019-20908,linux,1957a85b0032a81e6482ca4aab883643b8dae06e
CVE-2019-20934,linux,16d51a590a8ce3befb1308e0e7ab77f3b661af33
CVE-2019-5489,linux,574823bfab82d9d8fa47f422778043fbb4b4f50e
CVE-2019-6974,linux,cfa39381173d5f969daf43582c95ad679189cbc9
CVE-2019-7221,linux,ecec76885bcfe3294685dc363fd1273df0d5d65f
CVE-2019-7222,linux,353c0956a618a07ba4bbe7ad00ff29fe70e8412a
CVE-2019-7308,linux,979d63d50c0c0f7bc537bf821e056cc9fe5abd38
CVE-2019-9003,linux,77f8269606bf95fcb232ee86f6da80886f1dfae8
CVE-2019-9213,linux,0a1d52994d440e21def1c2174932410b4f2a98a1
CVE-2019-9503,linux,a4176ec356c73a46c07c181c6d04039fafa34a9f
CVE-2020-10720,linux,a4270d6795b0580287453ea55974d948393e66ef
CVE-2020-10732,linux,1d605416fb7175e1adf094251466caa52093b413
CVE-2020-10751,linux,fb73974172ffaaf57a7c42f35424d9aece1a5af6
CVE-2020-10757,linux,5bfea2d9b17f1034a68147a8b03b9789af5700f9
CVE-2020-10766,linux,dbbe2ad02e9df26e372f38cc3e70dab9222c832e
CVE-2020-10767,linux,21998a351512eba4ed5969006f0c55882d995ada
CVE-2020-10768,linux,4d8df8cbb9156b0a0ab3f802b80cb5db57acc0bf
CVE-2020-10773,linux,b8e51a6a9db94bc1fb18ae831b3dab106b5a4b5f
CVE-2020-10781,linux,853eab68afc80f59f36bbdeb715e5c88c501e680
CVE-2020-11494,linux,b9258a2cece4ec1f020715fe3554bc2e360f6264
CVE-2020-11565,linux,aa9f7d5172fac9bf1f09e678c35e287a40a7b7dd
CVE-2020-11608,linux,998912346c0da53a6dbb71fab3a138586b596b30
CVE-2020-11609,linux,485b06aadb933190f4bc44e006076bc27a23f205
CVE-2020-11668,linux,a246b4d547708f33ff4d4b9a7a5dbac741dc89d8
CVE-2020-11669,linux,53a712bae5dd919521a58d7bad773b949358add0
CVE-2020-12464,linux,056ad39ee9253873522f6469c3364964a322912b
CVE-2020-12652,linux,28d76df18f0ad5bcf5fa48510b225f0ed262a99b
CVE-2020-12653,linux,b70261a288ea4d2f4ac7cd04be08a9f0f2de4f4d
CVE-2020-12654,linux,3a9b153c5591548612c3955c9600a98150c81875
CVE-2020-12655,linux,d0c7feaf87678371c2c09b3709400be416b2dc62
CVE-2020-12657,linux,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12659,linux,99e3a236dd43d06c65af0a2ef9cb44306aef6e02
CVE-2020-12768,linux,d80b64ff297e40c2b6f7d7abc1b3eba70d22a068
CVE-2020-12769,linux,19b61392c5a852b4e8a0bf35aecb969983c5932d
CVE-2020-12770,linux,83c6f2390040f188cc25b270b4befeb5628c1aee
CVE-2020-13143,linux,15753588bcd4bbffae1cca33c8ced5722477fe1f
CVE-2020-13974,linux,b86dab054059b970111b5516ae548efaae5b3aae
CVE-2020-14314,linux,5872331b3d91820e14716632ebb56b1399b34fe1
CVE-2020-14381,linux,8019ad13ef7f64be44d4f892af9c840179009254
CVE-2020-14385,linux,f4020438fab05364018c91f7e02ebdd192085933
CVE-2020-14386,linux,acf69c946233259ab4d64f8869d4037a198c7f06
CVE-2020-14390,linux,50145474f6ef4a9c19205b173da6264a644c7489
CVE-2020-14416,linux,0ace17d56824165c7f4c68785d6b58971db954dd
CVE-2020-15393,linux,28ebeb8db77035e058a510ce9bd17c2b9a009dba
CVE-2020-15780,linux,75b0cea7bf307f362057cc778efe89af4c615354
CVE-2020-16166,linux,c51f8f88d705e06bd696d7510aff22b33eb8e638
CVE-2020-24394,linux,22cf8419f1319ff87ec759d0ebdff4cbafaee832
CVE-2020-25211,linux,1cc5ef91d2ff94d2bf2de3b3585423e8a1051cb6
CVE-2020-25212,linux,b4487b93545214a9db8cbf32e86411677b0cca21
CVE-2020-25284,linux,f44d04e696feaf13d192d942c4f14ad2e117065a
CVE-2020-25285,linux,17743798d81238ab13050e8e2833699b54e15467
CVE-2020-25641,linux,7e24969022cbd61ddc586f14824fc205661bb124
CVE-2020-25643,linux,66d42ed8b25b64eb63111a2b8582c5afc8bf1105
CVE-2020-25704,linux,7bdb157cdebbf95a1cd94ed2e01b338714075d00
CVE-2020-26088,linux,26896f01467a28651f7a536143fe5ac8449d4041
CVE-2020-27673,linux,e99502f76271d6bc4e374fe368c50c67a1fd3070
CVE-2020-27675,linux,073d0552ead5bfc7a3a9c01de590e924f11b5dd2
CVE-2020-27777,linux,bd59380c5ba4147dcbaad3e582b55ccfd120b764
CVE-2020-27786,linux,c1f6e3c818dd734c30f6a7eeebf232ba2cf3181d
CVE-2020-28374,linux,2896c93811e39d63a4d9b63ccf12a8fbc226e5e4
CVE-2020-28915,linux,5af08640795b2b9a940c9266c0260455377ae262
CVE-2020-28941,linux,d4122754442799187d5d537a9c039a49a67e57f1
CVE-2020-28974,linux,3c4e0dff2095c579b142d5a0693257f1c58b4804
CVE-2020-29368,linux,c444eb564fb16645c172d550359cb3d75fe8a040
CVE-2020-29369,linux,246c320a8cfe0b11d81a4af38fa9985ef0cc9a4c
CVE-2020-29370,linux,fd4d9c7d0c71866ec0c2825189ebd2ce35bd95b8
CVE-2020-29371,linux,bcf85fcedfdd17911982a3e3564fcfec7b01eebd
CVE-2020-29373,linux,ff002b30181d30cdfbca316dadd099c3ca0d739c
CVE-2020-29660,linux,c8bcd9c5be24fb9e6132e97da5a35e55a83e36b9
CVE-2020-29661,linux,54ffccbf053b5b6ca4f6e45094b942fab92a25fc
CVE-2020-36158,linux,5c455c5ab332773464d02ba17015acdca198f03d
CVE-2020-7053,linux,7dc40713618c884bf07c030d1ab1f47a9dc1f310
CVE-2020-8428,linux,d0cb50185ae942b03c4327be322055d622dc79f6
CVE-2020-9383,linux,2e90ca68b0d2f5548804f22f0dd61145516171e3
CVE-2021-3347,linux,04b79c55201f02ffd675e1231d731365e335c307
CVE-2021-3348,linux,b98e762e3d71e893b221f871825dc64694cfb258
CVE-2012-3363,moodle,dfe203c12e4fdb4696b59928f90bb06cb1d8b9a7
CVE-2012-6112,moodle,48d2e1117fbb34510b3567b65120b94ae2b4c9fc
CVE-2013-1830,moodle,3ecc63e9dbe29c6a5a8f65fa8e7980ba0fffb5a8
CVE-2013-1831,moodle,8d220cb552d9c55b98aef70e2f40ef560efeb79b
CVE-2013-1832,moodle,ce96f23fe15ce6addc2f56af015452c3ea406190
CVE-2013-1833,moodle,954b35451112c333c0ae77dff25dafbf41587c26
CVE-2013-1834,moodle,6a9235c998dab2ec0ddc49898a59dd5089156cb0
CVE-2013-1835,moodle,31581ae65df05ea64031ac24c8b8f817414f1379
CVE-2013-1836,moodle,ac5fc5953426befb1232106ade9e42ff239d9b63
CVE-2013-2080,moodle,5df9bc3998095299c6862973866252649a5e0866
CVE-2013-2081,moodle,669dee58048b18d9034a7b2367b97a50b498b0e0
CVE-2013-2082,moodle,89f5e43064245fd1c1f0e5aba16ebd948d88b448
CVE-2013-2083,moodle,d5909fd1447bc6f05dbf37d7c9eb72b79004e24a
CVE-2013-7341,moodle,d65634044ebaa738f55bdec521beb42844d6916a
CVE-2014-0122,moodle,5c45ea0c6bf2fdf4dddfaef9fc5ff12e6b426a3f
CVE-2014-0123,moodle,3a7b9b76c2d3c58237bec56b3b537e05c23970ad
CVE-2014-0124,moodle,dc8f55c30211efd6fac80386e5b3bffef31cca13
CVE-2014-0125,moodle,f4f0aa27d43527c15070d00bc96be879876ccc38
CVE-2014-0126,moodle,caf766507771e07c1752ece1f37a32b2b4f6d8b9
CVE-2014-0127,moodle,1298acc7075614d8f24befe7e50edbd695498d66
CVE-2014-0129,moodle,100ec861820ce763d4f25a9f98649bb1ae17e7a5
CVE-2014-0213,moodle,0cd720fe512d48c2af81fc054c042c9c63e8a234
CVE-2014-0214,moodle,679e323aaab2a968b8e87862e1658814645db525
CVE-2014-0216,moodle,b04bf988ef47f8fa65dd08ce936ecb774d5d76bd
CVE-2014-0217,moodle,eaea796e70f6630494d3772684604ab6e907f4ac
CVE-2014-0218,moodle,c5e8a036c509197bb2927f47c0579992be479f35
CVE-2014-2571,moodle,7051f3a8828665f4fab37c8db91322fec85a64db
CVE-2014-2572,moodle,695a18b6aa9661f812a1a745a888df5acdbd7bc6
CVE-2014-3541,moodle,e29bb97c0756de511ba287b40790d8275a991d33
CVE-2014-3542,moodle,78ed99ec7e5e75b283e844adb058140d6ba0ff14
CVE-2014-3543,moodle,595ef4772d330a20c757635ab090acdcc9b2a2fa
CVE-2014-3544,moodle,ce5a785b0962c3c94c7a7b0d36176482d21db95d
CVE-2014-3545,moodle,82b3260eab2db58dfa9510645fd2c60ee0ce142e
CVE-2014-3546,moodle,9dbf62d23017a91fcbf63bba7f2eb4835f77b8c9
CVE-2014-3547,moodle,ea76b652fc4f3600403a61e54f198cc8570a4234
CVE-2014-3548,moodle,cd6e149c86b282b8926155451802799af1402418
CVE-2014-3551,moodle,db5a6e6560c963849f8807184ca32efee6779264
CVE-2014-3553,moodle,f2946a5419a94f19cb3490a249fe0bb50161f254
CVE-2014-3617,moodle,8f2e80600bf0fc220b92706907fb3d683602e5c2
CVE-2014-7830,moodle,b7f75a9c05c65fb1d2f6391f5dd852f9e923a183
CVE-2014-7831,moodle,a0095e5a893190ec28f63a89deba7fd89ad1839a
CVE-2014-7832,moodle,c844af2569e972195db8bca683c1fdf2ddbc3a59
CVE-2014-7833,moodle,c4a6c65c1bd8536484a9e53e62d3867081dedd6b
CVE-2014-7834,moodle,40afeb4044c9718bf175c347f0f9099a037ce9f0
CVE-2014-7835,moodle,76ae1f6068f63149acc2d8c362af94067f4a227d
CVE-2014-7836,moodle,babaf596e10ee525e58314b36f8063c65b59aa7d
CVE-2014-7837,moodle,a481e32f02cdabd2b76aaa06d1d513ffe480e71b
CVE-2014-7838,moodle,7a311adbba9471edb5a49e4c4b8c356c87f0e44b
CVE-2014-7845,moodle,40a04658232d898223462f84d8cd35510338acbe
CVE-2014-7846,moodle,5d0b3b21d6dbabe9e15cd646753a58ee25bd5f73
CVE-2014-7847,moodle,eb46bf2f4e80f4421255f6aee00b73448ba582a7
CVE-2014-7848,moodle,1993cc02b6b05f45ff1776813567c6b3f91480f4
CVE-2014-9059,moodle,3c98b7a5ad1bb596a738e550fc3bf966d6415fe0
CVE-2014-9060,moodle,edc89dfecb3f6891cea019baf2aecce51b3de41a
CVE-2015-0211,moodle,da4c33f510aabc0d7443c29a7c097cfd54b6c4a4
CVE-2015-0212,moodle,82356399b97be933c4d72f9c55b797e49b8c8232
CVE-2015-0213,moodle,c84888c1ccb25450cbf54e21b1127776aaa3f367
CVE-2015-0214,moodle,436bbf8975f0daef329c6483ec595dbf9b39ee56
CVE-2015-0215,moodle,76aea854f6877cc5accb288bc6ac60bc55d30788
CVE-2015-0216,moodle,b9c86823c70a1cba20bca1c4b5b032ee1559e22d
CVE-2015-0217,moodle,5329d84f0b5767f5bb800b203bfb89753ac35146
CVE-2015-0218,moodle,fb60e23a67931eeba8fc9aacf3cc838e462f21f2
CVE-2015-1493,moodle,af9a7937cc085f96bdbc4724cadec6eeae0242fc
CVE-2015-2266,moodle,553319be03c4ef8e62499841c8d5d94c6786ed6d
CVE-2015-2267,moodle,8d9bdd28e049ca6b6b2a4ab8f142097c2f907df6
CVE-2015-2268,moodle,07323f50ffc71f8ba1b2914ec8947451e32a61c1
CVE-2015-2269,moodle,ead8b28f92da72fb836cf9183aaf6f11a7eb1a21
CVE-2015-2270,moodle,1edd3d6fbfcc7ac757579a7953f03e3401c0c32d
CVE-2015-2271,moodle,b771b31e20cbf3d39aab877c648cf387e77173ba
CVE-2015-2272,moodle,bd3b68c8a7a08b4fef407f68cef14b30dd88336e
CVE-2015-2273,moodle,8b6fcfa958204c6f26c410b9a9757612b326b6c7
CVE-2015-3174,moodle,e51fdfe0cbab19320f139773d83aacb1ad15eb46
CVE-2015-3175,moodle,db200a8e9f88c8c4a2141ac264062dca74ee2f29
CVE-2015-3176,moodle,4f8b6d567494375017c4bc2228e1668d13b21645
CVE-2015-3178,moodle,46be1d58accd39de1027e7bc0b7955713af0151d
CVE-2015-3179,moodle,f236dcc35c3595dfcc77932d84660056e982a310
CVE-2015-3180,moodle,8b4568500b305f7ddedbca355b73ce34ea4afbc0
CVE-2015-3181,moodle,57d9a750e3da6708dba13513e9b05e84a895ad9f
CVE-2015-3272,moodle,0339f2c4c1eb34b598b9eee99c3e5436f7533693
CVE-2015-3274,moodle,e96e66aa16dca5cbcdb1aef0f9499edf86f1404b
CVE-2015-3275,moodle,476e97f280f5fa146f3ab676dd6f07de481ad9e8
CVE-2015-5264,moodle,cd3a6a78b67abf5c9eb355ddc7899b1b2a9b20ac
CVE-2015-5265,moodle,40a154551fcdf0b9ea906f4d1313df29754f1fa1
CVE-2015-5266,moodle,f06d8d94a1f20d4f79376b2dc9e4707835386d97
CVE-2015-5267,moodle,e4ac3879c2d1f8fe66caa74ff1544248bccef61e
CVE-2015-5268,moodle,731c2712e746053b1ca06b50118632305b447e02
CVE-2015-5269,moodle,fa5a3cdedcd92bd96881fa89a6ff5efd80bd3512
CVE-2015-5335,moodle,4bb9e1ad8af12b01499c68543e80f7c12fd557ea
CVE-2015-5336,moodle,31d0bf81af079bc285ea439ac5160f9e45697c88
CVE-2015-5337,moodle,c73f6d03e5037729097bb9f5f5a55be15f3cab18
CVE-2015-5338,moodle,541c5b8552e0162010d0259c90a04eb63e875958
CVE-2015-5339,moodle,ed4e707577877f9253e376d22ce307140fcb8c2c
CVE-2015-5340,moodle,47d5c29202e299fdbe54229d3f6b0c381835eae3
CVE-2015-5341,moodle,03b1f63d40d09c206f641b246110c2371d3068a2
CVE-2015-5342,moodle,265ddbf30c2a8df2e9becaaa38c2e4b262eb886f
CVE-2016-0724,moodle,4323a973d57a41e19e039a850ad71ebcabae73c1
CVE-2016-2151,moodle,8e24a54e526c149469bd77c910876c4489e87841
CVE-2016-2152,moodle,ce597604763272396e5cb8ec93859a8568020b8b
CVE-2016-2153,moodle,a5fae3b0d21cc85a7ea2d2c2af8c7fc9acf2fd92
CVE-2016-2154,moodle,fac004e28bf307dec1537f1c850795b5eb7f3c2f
CVE-2016-2155,moodle,ae66ed23b6ae8000efd4e1f612697892c9795c65
CVE-2016-2156,moodle,39b851376337b853c8d403dcba64645d16f0a9bd
CVE-2016-2157,moodle,85984545a937b0790c355473d7295eb60b0265eb
CVE-2016-2158,moodle,7b9fbb1cf4228b39f81454cdb8370e7853fbe184
CVE-2016-2159,moodle,711f9468d4e2792afe0f2025ac98c52ee3e4ee71
CVE-2016-2190,moodle,1688564a6eee6000013f6e185f704049283ae375
CVE-2016-3733,moodle,f824aceb50274e21c99056ed608dba8556b90e31
CVE-2016-3734,moodle,e90e0ea5700ee9b016034b74ed7f41787109d1a2
CVE-2018-14630,moodle,cb8aefa658cf7ad8f002a480343afb2dea94cc08
CVE-2019-10133,moodle,c509d108216524887c7ca08b1c451054d669ea75
CVE-2019-10154,moodle,2904a7f851da8e66be12f41d55068bf07817fbd6
CVE-2019-3847,moodle,93dda3bfd3caaaa8d23fe8ede543f27ef774958d
CVE-2019-3849,moodle,898d5d05a0c3ae6795db0241bf3cb5951213d45c
CVE-2019-3850,moodle,5d87464bc6283e72969cd251ce4f399aacebd608
CVE-2019-3851,moodle,c430bed525c4c7e6e5a1c0f7222bc323cf9b6245
CVE-2019-3852,moodle,54c2b176040c4cd65d921bf10123b5146eb486f5
CVE-2020-10738,moodle,2cd534a7df3867813e3aad42db615865149a58c6
CVE-2020-25628,moodle,e8632a4ad0b4da3763cbbe5949594aa449b483bb
CVE-2020-25698,moodle,c8ac07fb50fa92eee1d574823fbda09e1b309a63
CVE-2000-1254,openssl,db82b8f9bd432a59aea8e1014694e15fc457c2bb
CVE-2012-2686,openssl,9970308c88dda1e55a10c970b73ff64e8f678d8f
CVE-2013-0166,openssl,b48310627d1fdc58f64ccf208ac82c732e654dca
CVE-2013-0169,openssl,9970308c88dda1e55a10c970b73ff64e8f678d8f
CVE-2013-6450,openssl,20b82b514d81a64f5b240788e5051167456af379
CVE-2014-0076,openssl,f9b6c0ba4c02497782f801e3c45688f3efaac55c
CVE-2014-0160,openssl,731f431497f463f3a2a97236fe0187b11c44aead
CVE-2014-0195,openssl,410e444b71bca5af929fe82162cbe37e31c82083
CVE-2014-0221,openssl,b4322e1de8be66ff230e26999b766ca1a42f9476
CVE-2014-0224,openssl,a91be10833e61bcdc9002de28489405101c52650
CVE-2014-3470,openssl,a5362db4603910b1bb978163e0e7dc8890727300
CVE-2014-3505,openssl,bff1ce4e6a1c57c3d0a5f9e4f85ba6385fccfe8b
CVE-2014-3506,openssl,1250f12613b61758675848f6600ebd914ccd7636
CVE-2014-3507,openssl,d0a4b7d1a2948fce38515b8d862f43e7ba0ebf74
CVE-2014-3508,openssl,0042fb5fd1c9d257d713b15a1f45da05cf5c1c87
CVE-2014-3509,openssl,fb0bc2b273bcc2d5401dd883fe869af4fc74bb21
CVE-2014-3510,openssl,17160033765480453be0a41335fa6b833691c049
CVE-2014-3511,openssl,280b1f1ad12131defcd986676a8fc9717aaa601b
CVE-2014-3512,openssl,4a23b12a031860253b58d503f296377ca076427b
CVE-2014-3513,openssl,e659eff2c0ac6da05dd968a9354c9a69ca7f57b4
CVE-2014-3568,openssl,62f45cc27d07187b59551e4fad3db4e52ea73f2c
CVE-2014-3569,openssl,392fa7a952e97d82eac6958c81ed1e256e6b8ca5
CVE-2014-3570,openssl,a7a44ba55cb4f884c6bc9ceac90072dea38e66d0
CVE-2014-3571,openssl,248385c606620b29ecc96ca9d3603463f879652b
CVE-2014-3572,openssl,b15f8769644b00ef7283521593360b7b2135cb63
CVE-2014-5139,openssl,80bd7b41b30af6ee96f519e629463583318de3b0
CVE-2014-8176,openssl,470990fee0182566d439ef7e82d1abf18b7085d7
CVE-2014-8275,openssl,684400ce192dac51df3d3e92b61830a6ef90be3e
CVE-2015-0204,openssl,ce325c60c74b0fa784f5872404b722e120e5cab0
CVE-2015-0205,openssl,1421e0c584ae9120ca1b88098f13d6d2e90b83a3
CVE-2015-0206,openssl,103b171d8fc282ef435f8de9afbf7782e312961f
CVE-2015-0208,openssl,09f06923e636019c39c807cb59c481375e720556
CVE-2015-0286,openssl,e677e8d13595f7b3287f8feef7676feb301b0e8a
CVE-2015-0287,openssl,8106d61c354430d6bbbd7f8e7840a39efc0f5829
CVE-2015-0288,openssl,28a00bcd8e318da18031b2ac8778c64147cd54f9
CVE-2015-0289,openssl,c225c3cf9bd67297fb0c297768d69cbc03fbdab7
CVE-2015-0290,openssl,1d2a18dc5a3b3363e17db5af8b6b0273856ac077
CVE-2015-0292,openssl,fce3821111e3307a599d2378f2cca2ef2097c6c4
CVE-2015-1787,openssl,d3cc5e610d1719a35cda52c9152134b490a8c944
CVE-2015-1788,openssl,4924b37ee01f71ae19c94a8934b80eeb2f677932
CVE-2015-1789,openssl,f48b83b4fb7d6689584cf25f61ca63a4891f5b11
CVE-2015-1790,openssl,59302b600e8d5b77ef144e447bb046fd7ab72686
CVE-2015-1791,openssl,98ece4eebfb6cd45cc8d550c6ac0022965071afc
CVE-2015-1792,openssl,cd30f03ac5bf2962f44bd02ae8d88245dff2f12c
CVE-2015-1793,openssl,2aacec8f4a5ba1b365620a7b17fcce311ada93ad
CVE-2015-1794,openssl,61e72d761c945e128ca13599a98a187ac23650dd
CVE-2016-0701,openssl,b128abc3437600c3143cb2145185ab87ba3156a2
CVE-2016-0702,openssl,d6482a82bc2228327aa4ba98aeeecd9979542a31
CVE-2016-0705,openssl,ab4a81f69ec88d06c9d8de15326b9296d7f498ed
CVE-2016-0797,openssl,99ba9fd02fd481eb971023a3a0a251a37eb87e4c
CVE-2016-0798,openssl,380f18ed5f140e0ae1b68f3ab8f4f7c395658d9e
CVE-2016-0799,openssl,9cb177301fdab492e4cfef376b28339afe3ef663
CVE-2016-2105,openssl,ee1e3cac2e83abc77bcc8ff98729ca1e10fcc920
CVE-2016-2106,openssl,3f3582139fbb259a1c3cbb0a25236500a409bf26
CVE-2016-2107,openssl,70428eada9bc4cf31424d723d1f992baffeb0dfb
CVE-2016-2108,openssl,a0eed48d37a4b7beea0c966caf09ad46f4a92a44
CVE-2016-2109,openssl,c62981390d6cf9e3d612c489b8b77c2913b25807
CVE-2016-2176,openssl,ea96ad5a206b7b5f25dad230333e8ff032df3219
CVE-2016-2178,openssl,399944622df7bd81af62e67ea967c470534090e2
CVE-2016-2179,openssl,f5c7f5dfbaf0d2f7d946d0fe86f08e6bcb36ed0d
CVE-2016-2180,openssl,0ed26acce328ec16a3aa635f1ca37365e8c7403a
CVE-2016-2181,openssl,1fb9fdc3027b27d8eb6a1e6a846435b070980770
CVE-2016-2182,openssl,07bed46f332fce8c1d157689a2cdf915a982ae34
CVE-2016-2842,openssl,9cb177301fdab492e4cfef376b28339afe3ef663
CVE-2016-6302,openssl,e97763c92c655dcf4af2860b3abd2bc4c8a267f9
CVE-2016-6303,openssl,55d83bf7c10c7b205fffa23fa7c3977491e56c07
CVE-2016-6304,openssl,e408c09bbf7c3057bda4b8d20bec1b3a7771c15b
CVE-2016-7052,openssl,8b7c51a0e4a03895a657cf2eb8d5c2aa1ca3586f
CVE-2016-7056,openssl,f54be179aa4cbbd944728771d7d59ed588158a12
CVE-2016-8610,openssl,af58be768ebb690f78530f796e92b8ae5c9a4401
CVE-2017-3730,openssl,b599ce3b64b695cc7430f731a33e0f5bb83ae62c
CVE-2017-3731,openssl,2198b3a55de681e1f3c23edb0586afe13f438051
CVE-2017-3732,openssl,3f4bcf5bb664b47ed369a70b99fac4e0ad141bb3
CVE-2017-3733,openssl,28a31a0a10f41ef855cabab4e18c994c44225125
CVE-2017-3735,openssl,b23171744b01e473ebbfd6edad70c1c3825ffbcd
CVE-2017-3736,openssl,668a709a8d7ea374ee72ad2d43ac72ec60a80eee
CVE-2017-3738,openssl,5630661aecbea5fe3c4740f5fea744a1f07a6253
CVE-2018-0732,openssl,91f7361f47b082ae61ffe1a7b17bb2adf213c7fe
CVE-2018-0733,openssl,0b020b14882173918b9cc3e8e3bd85fb9ffac948
CVE-2018-0734,openssl,a9cfb8c2aa7254a4aa6a1716909e3f8cb78049b6
CVE-2018-0735,openssl,99540ec79491f59ed8b46b4edf130e17dc907f52
CVE-2018-0737,openssl,54f007af94b8924a46786b34665223c127c19081
CVE-2018-0739,openssl,4cabbb9f485ba7d1edcfbbd2aa8610159f94543e
CVE-2019-1543,openssl,2a3d0ee9d59156c48973592331404471aca886d6
CVE-2019-1547,openssl,b783beeadf6b80bc431e6f3230b5d5585c87ef87
CVE-2019-1549,openssl,849529257c9979c7ca0d28e8b80a47bc4a36d4f2
CVE-2019-1551,openssl,8c6f86c7c5350fadf22d32d6cd4712e2ad4447ba
CVE-2019-1563,openssl,5840ed0cd1e6487d247efbc1a04136a41d7b3a37
CVE-2020-1967,openssl,a87f3fe01a5a894aa27ccd6a239155fd129988e4
CVE-2020-1971,openssl,b33c48b75aaf33c93aeda42d7138616b9e6a64cb
CVE-2021-23840,openssl,c9fb704cf3af5524eb8e79961e31b60eee8c3c47
CVE-2021-23841,openssl,8130d654d1de922ea224fa18ee3bc7262edc39c0
CVE-2011-4718,php-src,169b78eb79b0e080b67f9798708eb3771c6d0b2f
CVE-2012-2143,php-src,aab49e934de1fff046e659cbec46e3d053b41c34
CVE-2012-2386,php-src,158d8a6b088662ce9d31e0c777c6ebe90efdc854
CVE-2012-6113,php-src,270a406ac94b5fc5cc9ef59fc61e3b4b95648a3e
CVE-2013-1635,php-src,702b436ef470cc02f8e2cc21f2fadeee42103c74
CVE-2013-1643,php-src,8e76d0404b7f664ee6719fd98f0483f0ac4669d6
CVE-2013-1824,php-src,188c196d4da60bdde9190d2fc532650d17f7af2d
CVE-2013-3735,php-src,fb58e69a84f4fde603a630d2c9df2fa3be16d846
CVE-2013-4113,php-src,7d163e8a0880ae8af2dd869071393e5dc07ef271
CVE-2013-4248,php-src,2874696a5a8d46639d261571f915c493cd875897
CVE-2013-6420,php-src,c1224573c773b6845e83505f717fbf820fc18415
CVE-2013-6712,php-src,12fe4e90be7bfa2a763197079f68f5568a14e071
CVE-2013-7226,php-src,8f4a5373bb71590352fd934028d6dde5bc18530b
CVE-2013-7327,php-src,8f4a5373bb71590352fd934028d6dde5bc18530b
CVE-2013-7328,php-src,8f4a5373bb71590352fd934028d6dde5bc18530b
CVE-2013-7456,php-src,7a1aac3343af85b4af4df5f8844946eaa27394ab
CVE-2014-0185,php-src,35ceea928b12373a3b1e3eecdc32ed323223a40d
